CE_Event_Counter,Coalescence_Time,Eccentricity@DCO,Immediate_RLOF>CE,MT_Donor_Hist(1),MT_Donor_Hist(2),Mass(1),Mass(2),Merges_Hubble_Time,Metallicity@ZAMS(1),Optimistic_CE,Record_Type,Recycled_NS(1),Recycled_NS(2),SEED,SemiMajorAxis@DCO,Stellar_Type(1),Stellar_Type(2),Time,mixture_weight
0,795039213.2839348,0.9042605729099156,0,b'2               ',b'2               ',7.621389997190526,1.5254119456536583,0,0.00030046607504175904,0,1,0.0,0.0,395,3.068217337483541,14,13,22.738848354484006,9.994027593912962
0,1.2040014783375406e+18,1.1102230246251565e-16,0,b'NA              ',b'NA              ',15.490305632772168,14.294056085860095,0,0.012002513896928224,0,1,0.0,0.0,1113,396.0787655497492,14,14,4.874691231035994,10.0
0,2.500924882205085e+16,3.3307142486596306e-16,0,b'NA              ',b'NA              ',19.804425984955323,16.017111959104884,0,0.003525885397443528,0,1,0.0,0.0,1124,172.27477827129502,14,14,5.295735197886012,10.0
0,1419177.3321351532,1.1102230246251565e-16,0,b'2               ',b'2               ',26.873803325580056,34.48102902383412,0,0.0020504552248358917,0,1,0.0,0.0,1229,0.7071679364748016,14,14,5.500737943169004,10.0
1,1784783.2768339058,0.0,0,b'4               ',b'5               ',11.306700784321352,9.799468892964713,0,0.0015172408424387466,0,1,0.0,0.0,1472,0.33725407119203876,14,14,9.005598454942378,10.0
0,5.789181239511328e+18,0.5110764111173836,0,b'NA              ',b'NA              ',15.403924793127864,8.11332138419764,0,0.001195404276885547,0,1,0.0,0.0,1686,624.5038292301298,14,14,10.242669444881816,10.0
0,3.782904189132609e+16,0.594028816730185,0,b'NA              ',b'NA              ',15.38883470073754,10.652164451821626,0,0.004389276080911282,0,1,0.0,0.0,2015,218.8148124119182,14,14,7.771298946434184,9.999999999999998
0,1552547.3006132843,1.5700924586837752e-16,0,b'2               ',b'2               ',12.448706115139892,16.925402347740768,0,0.027859790634705665,0,1,0.0,0.0,2316,0.4154244473751851,14,14,6.136395960903006,10.0
0,6.816599045882136e+17,4.577566798522237e-16,0,b'NA              ',b'NA              ',28.017858853926533,21.497305430595468,0,0.0035930257289298333,0,1,0.0,0.0,2477,501.02004211888044,14,14,4.367384631132987,9.999999999999998
0,5698510253160610.0,0.4443597814175186,0,b'NA              ',b'NA              ',18.929574710721738,7.974971469649931,0,0.0008382792413572846,0,1,0.0,0.0,2606,111.56266584525959,14,14,10.425691919578437,10.0
0,370122.5578619617,0.834399215498503,0,b'2               ',b'2-8             ',5.006267627515651,1.1767369899177165,0,0.004676909567966507,0,1,0.0,0.0,2757,0.22512042406775196,14,13,30.114112164074005,9.999945182916761
0,1.437234669633354e+16,4.710277376051325e-16,0,b'NA              ',b'NA              ',20.32195604153498,16.368946873780736,0,0.0032573918215327807,0,1,0.0,0.0,2763,152.70102278373935,14,14,5.234118099939991,10.0
0,1.2773405950594347e+19,0.6004281557586749,0,b'NA              ',b'NA              ',14.77588905459286,9.624517118126208,0,0.00010929261216201731,0,1,0.0,0.0,3007,899.9141177780012,14,14,8.5327386848898,10.0
0,6.63767088087511e+20,0.3199773591440281,0,b'NA              ',b'NA              ',13.548484100083604,7.874200040601788,0,0.0002495431041074756,0,1,0.0,0.0,3706,1618.514512594545,14,14,10.435795882126785,10.0
0,1.0127902507253344e+17,0.5130231595135147,0,b'2               ',b'NA              ',5.433225697210777,10.682227907119678,0,0.02993838879651999,0,1,0.0,0.0,3857,170.99072376021954,14,14,6.705621560230194,10.0
0,1.018370796931302e+16,5.661048867003676e-16,0,b'NA              ',b'NA              ',25.622730781427038,14.961045503653557,0,0.00229351313783124,0,1,0.0,0.0,4051,148.8624973613582,14,14,5.733467515114063,10.0
0,7.718286725181102e+17,1.5700924586837752e-16,0,b'NA              ',b'NA              ',25.25857270486458,17.443975698029373,0,0.00044744599372526964,0,1,0.0,0.0,4182,460.6076093955569,14,14,5.302034240356904,9.999999999999998
0,2.017523810063491e+20,0.40199764650337044,0,b'NA              ',b'NA              ',14.433762836683432,11.377473520025926,0,0.010024451601355401,0,1,0.0,0.0,4329,1488.7265891878062,14,14,7.0144340632062105,10.0
0,3.553876731080041e+18,0.2180069839962485,0,b'NA              ',b'NA              ',8.919364229199514,8.572528417427554,0,0.00032898775093778855,0,1,0.0,0.0,4392,363.5576468038943,14,14,9.62966425475663,9.999999994095202
0,40.55805120184953,1.1443916996305594e-16,0,b'1-2             ',b'2               ',10.89132769904834,17.05931363917253,1,0.002481103280951839,0,1,0.0,0.0,4464,0.028425078460891446,14,14,8.349204255462,9.999999999999998
0,8486577990462047.0,0.623458778756691,0,b'NA              ',b'NA              ',15.540489918217654,12.807158244731468,0,0.0009640736592693497,0,1,0.0,0.0,4485,169.68011776607239,14,14,6.891115064020014,10.0
0,320178802538392.2,0.719961203793679,0,b'4               ',b'NA              ',11.02500088781963,10.659997036882615,0,0.00014696364060016903,0,1,0.0,0.0,4513,75.37198553794089,14,14,8.735608248552447,9.999999999999998
0,177866759746284.8,0.7348537042690783,0,b'2               ',b'NA              ',6.675182820587176,8.33429358974353,0,0.010651943296146335,0,1,0.0,0.0,4522,51.22176994915485,14,14,10.884652258083694,9.99999999991026
0,320094932633.95447,0.9542678588825578,0,b'2               ',b'2               ',9.664343422761164,1.26,0,0.0016153333552343671,0,1,0.0,0.0,4776,26.260964860522453,14,13,30.882924929135015,9.99999819372319
0,2.661236710312957e+19,0.43435523185270236,0,b'NA              ',b'NA              ',13.778976115992725,13.411059970412682,0,0.0005454581659424006,0,1,0.0,0.0,4801,963.4069063871632,14,14,6.626353561733886,9.999999999999998
0,9450996012.201864,4.47545209131181e-16,0,b'NA              ',b'NA              ',27.17327886072807,18.03318352164681,0,0.00013333329479332044,0,1,0.0,0.0,5248,5.0471591678053604,14,14,5.282280603734974,9.999999999999998
0,1591.8025866561516,2.482534153247273e-16,0,b'1-2             ',b'2               ',10.390168816803058,13.730681705200837,1,0.0028394353409913666,0,1,0.0,0.0,5445,0.06419083055296582,14,14,10.08561366060199,9.999999999997012
0,8.146537154903127e+20,0.34530851177105265,0,b'NA              ',b'NA              ',8.90926966972467,3.6097501249118036,0,0.0029557486787689007,0,1,0.0,0.0,5463,1122.1154664482128,14,14,19.746678404501267,9.99999999945829
0,2.8239740875492116e+21,0.181159294517512,0,b'NA              ',b'NA              ',16.638212286000382,15.441086372817045,0,0.02689925868960412,0,1,0.0,0.0,5579,3000.6958309595443,14,14,5.113915876129805,10.0
1,250.74497504542995,2.2887833992611187e-16,0,b'2               ',b'4               ',13.485714799914554,14.787491420089959,1,0.003447247414018983,0,1,0.0,0.0,5595,0.04575281367401111,14,14,6.971789669611008,10.0
0,7681451059955877.0,0.4081765665136629,0,b'NA              ',b'NA              ',28.29239955952995,10.810210441321786,0,0.006259509796734241,0,1,0.0,0.0,5858,152.35798642499537,14,14,7.538404472321939,9.999999999999998
