6.118300000000000000e+05,1.672998851130975462e+00,1.243007278485880329e+00,2.433618689745944974e-02,2.433618689745944974e-02,5.442305773591956664e-01
6.132750000000000000e+05,1.797777124610951072e+00,1.225552925474581389e+00,2.240669435373953897e-02,2.240669435373953897e-02,6.916812867908036511e-01
6.138000000000000000e+05,1.840518800562012780e+00,1.295636649228269599e+00,1.109669765816590978e-02,1.109669765816590978e-02,5.786593845113991996e-01
6.213570000000000000e+05,1.638656757755879712e+00,1.265877491298104118e+00,4.439665317082322829e-03,4.439665317082322829e-03,3.896993973344362039e-01
6.244340000000000000e+05,1.624489250737541690e+00,1.277896982758179867e+00,1.126468057632947981e-02,1.126468057632947981e-02,5.447994851036194186e-01
4.046260000000000000e+05,1.615397230157529007e+00,1.241374080799926061e+00,2.153326494187480025e-02,2.153326494187480025e-02,5.316231986133521659e-01
4.064040000000000000e+05,1.822172092366246332e+00,1.198504525264123544e+00,2.969111470051613230e-02,2.969111470051613230e-02,5.685577121611332663e-01
4.069070000000000000e+05,1.825593934388337392e+00,1.268637290377606419e+00,2.656663852984764151e-02,2.656663852984764151e-02,8.488850610971842015e-01
4.102190000000000000e+05,1.646928253513174845e+00,1.226053084767979584e+00,6.082887666167526020e-03,6.082887666167526020e-03,3.810809945806417076e-01
4.131240000000000000e+05,1.743955177015464209e+00,1.369159325968863250e+00,2.859601083681024072e-02,2.859601083681024072e-02,6.966560948666864483e-01
4.152730000000000000e+05,1.756228619970610749e+00,1.212262782528608529e+00,1.054548679195185974e-02,1.054548679195185974e-02,5.902803310186230945e-01
4.222760000000000000e+05,1.647931008990080715e+00,1.210790490461434610e+00,2.743549415929178933e-02,2.743549415929178933e-02,5.588834512078785233e-01
4.365110000000000000e+05,1.756291742607509976e+00,1.305042733503333663e+00,2.571575135819862898e-02,2.571575135819862898e-02,5.794718448906722719e-01
4.411250000000000000e+05,1.853170599451422929e+00,1.359334548341984084e+00,2.073515060436607882e-02,2.073515060436607882e-02,5.996675723709780081e-01
4.448290000000000000e+05,1.765862530879649173e+00,1.301689113422228594e+00,4.476395802426001713e-03,4.476395802426001713e-03,4.618160385553928271e-01
4.452150000000000000e+05,1.852058419523422872e+00,1.288733016824778144e+00,1.565254428927758540e-02,1.565254428927758540e-02,6.882200031765205450e-01
4.482290000000000000e+05,1.876653843165196012e+00,1.181698702342426577e+00,2.573877308821662102e-02,2.573877308821662102e-02,7.372847068738370702e-01
6.517420000000000000e+05,1.657400113866094982e+00,1.206531392263651803e+00,5.059848069855830792e-03,5.059848069855830792e-03,3.824408666162574244e-01
6.696660000000000000e+05,1.892699351725102952e+00,1.273152493135849106e+00,2.440926630980079851e-02,2.440926630980079851e-02,7.438370444355558719e-01
6.268690000000000000e+05,1.636458879864051141e+00,1.218743178657430759e+00,1.037639715561403109e-02,1.037639715561403109e-02,3.905458472459209518e-01
6.350740000000000000e+05,1.655140468141453880e+00,1.232937212527320803e+00,2.182470247393466720e-02,2.182470247393466720e-02,4.244783247000262216e-01
4.773010000000000000e+05,1.580066945617295326e+00,1.238806173496099561e+00,1.389019134129205850e-02,1.389019134129205850e-02,4.664055830540133618e-01
4.804000000000000000e+05,1.690783525868672976e+00,1.340575922136483689e+00,1.466350939929232655e-02,1.466350939929232655e-02,5.551496000154350074e-01
4.890870000000000000e+05,1.724322018803192913e+00,1.226877977086334282e+00,1.595487645929481724e-02,1.595487645929481724e-02,5.818006631297472087e-01
4.913860000000000000e+05,1.835950426175279704e+00,1.419340480331301668e+00,1.276353493816349653e-02,1.276353493816349653e-02,5.726077566609184544e-01
4.935880000000000000e+05,1.593512191018090274e+00,1.336515926165226187e+00,1.067254822055863604e-02,1.067254822055863604e-02,4.920564831086006174e-01
5.768750000000000000e+05,1.818743336546382094e+00,1.335207153667330893e+00,1.509666834106277930e-02,1.509666834106277930e-02,6.645271665382912474e-01
5.786090000000000000e+05,1.751961495097720478e+00,1.421261538391084267e+00,1.244627951491298658e-02,1.244627951491298658e-02,6.379206311202620938e-01
5.807840000000000000e+05,1.674140322876961573e+00,1.289160380420114382e+00,9.923138429854028858e-03,9.923138429854028858e-03,4.505709049544032174e-01
5.921740000000000000e+05,1.843022130118275426e+00,1.253388372274699902e+00,1.109964538130269081e-02,1.109964538130269081e-02,6.218475655306581196e-01
5.930670000000000000e+05,1.844387266486626098e+00,1.364258058217969749e+00,1.106084268185558023e-02,1.106084268185558023e-02,5.799979971422475344e-01
4.584890000000000000e+05,1.766037491598886566e+00,1.200343862144303220e+00,6.656513463683492830e-03,6.656513463683492830e-03,4.675961252560973946e-01
4.615430000000000000e+05,1.840338116666236701e+00,1.408619335286307006e+00,1.876071860480593712e-02,1.876071860480593712e-02,5.872928134477056750e-01
4.729520000000000000e+05,1.589303123022213216e+00,1.257762940818439645e+00,7.911130091873577047e-03,7.911130091873577047e-03,3.979223842836001057e-01
7.510060000000000000e+05,1.735694309941994362e+00,1.330741587757503286e+00,1.890996957758172073e-02,1.890996957758172073e-02,4.908828593780929506e-01
7.523630000000000000e+05,1.778792763490701256e+00,1.271054032642263243e+00,9.634446754321053172e-03,9.634446754321053172e-03,4.829511647206903291e-01
7.531430000000000000e+05,1.795953814181673769e+00,1.188868806623205820e+00,1.179910224467278779e-02,1.179910224467278779e-02,6.410113747481548385e-01
7.591160000000000000e+05,1.478993824775496124e+00,1.144784377633089045e+00,2.669343589510469756e-04,2.669343589510469756e-04,6.873545117553171435e-01
7.299360000000000000e+05,1.607146378285260857e+00,1.304834682624290032e+00,1.658447382894173358e-02,1.658447382894173358e-02,4.805093161224271436e-01
7.308530000000000000e+05,1.834450974551550040e+00,1.175301048790248215e+00,1.586950926993277097e-02,1.586950926993277097e-02,5.934791343971422828e-01
7.358110000000000000e+05,1.824114795448418924e+00,1.309624975043937045e+00,1.122777146623312947e-02,1.122777146623312947e-02,6.640599410668538427e-01
7.433580000000000000e+05,1.748621064399328517e+00,1.241879644022827911e+00,1.973047685490230199e-02,1.973047685490230199e-02,5.435584511960491749e-01
7.764150000000000000e+05,1.872454735232537804e+00,1.206786232706275053e+00,2.164799697548502530e-02,2.164799697548502530e-02,5.712051784180345315e-01
7.900140000000000000e+05,1.820883609146437099e+00,1.320809774229102285e+00,9.259699069083009854e-03,9.259699069083009854e-03,4.966933273939183047e-01
6.813520000000000000e+05,1.783722121083802792e+00,1.326685396449737153e+00,1.338748659752508376e-02,1.338748659752508376e-02,6.148594498987811630e-01
6.831300000000000000e+05,1.633240309628834819e+00,1.359440885917762243e+00,1.306095578578683400e-02,1.306095578578683400e-02,5.571380108317905977e-01
6.881660000000000000e+05,1.606172473095225817e+00,1.261713424774417502e+00,2.382046067724892177e-02,2.382046067724892177e-02,4.691309789850802714e-01
6.895860000000000000e+05,1.635487964897548885e+00,1.340783474147115406e+00,2.110275319685466638e-02,2.110275319685466638e-02,5.654622396616857394e-01
6.908760000000000000e+05,1.885544158566333728e+00,1.529955824690439670e+00,2.792404565909047121e-02,2.792404565909047121e-02,9.847385200376135295e-01
6.941970000000000000e+05,1.697958688750577094e+00,1.181888601638442005e+00,5.107442725461387376e-03,5.107442725461387376e-03,3.970366479622821632e-01
8.759880000000000000e+05,1.688553144651961269e+00,1.335603579622667070e+00,2.003678838787832650e-02,2.003678838787832650e-02,6.119773846953590057e-01
8.831760000000000000e+05,1.802509922909370843e+00,1.175796100822700474e+00,2.941371408766687429e-02,2.941371408766687429e-02,6.975584475076640478e-01
8.941240000000000000e+05,1.548874431902570681e+00,1.265509591698212644e+00,1.567135759676889159e-02,1.567135759676889159e-02,4.538433328153173019e-01
8.950890000000000000e+05,1.714255459648770241e+00,1.389191131430906889e+00,1.713060105809342468e-02,1.713060105809342468e-02,6.144076962985574042e-01
8.958070000000000000e+05,1.839172904279935850e+00,1.498701307505202918e+00,1.773670347079790363e-02,1.773670347079790363e-02,7.380435006823037325e-01
8.982260000000000000e+05,1.895257879374485421e+00,1.323059712503904972e+00,2.405828055976680022e-02,2.405828055976680022e-02,7.381917034802666366e-01
5.150680000000000000e+05,1.742757143658939301e+00,1.277974008608685486e+00,1.996825032626337385e-02,1.996825032626337385e-02,5.984788675130434665e-01
2.303190000000000000e+05,1.642413914834196298e+00,1.321125283124415795e+00,1.305485286415548549e-02,1.305485286415548549e-02,4.380529352623325767e-01
2.341740000000000000e+05,1.725918441103619028e+00,1.449867378925760120e+00,1.292900725750268688e-02,1.292900725750268688e-02,6.945848186049040640e-01
2.465880000000000000e+05,1.751077113067218916e+00,1.235162113389868921e+00,1.311665203458510856e-02,1.311665203458510856e-02,5.162706735013208315e-01
9.795580000000000000e+05,1.668683634304661156e+00,1.256429707208459368e+00,5.352787667211378504e-03,5.352787667211378504e-03,3.973799312112140103e-01
9.835610000000000000e+05,1.831313188300892403e+00,1.204597245181988407e+00,1.216432556249350504e-02,1.216432556249350504e-02,6.115346449380817395e-01
9.865780000000000000e+05,1.919522657118064801e+00,1.183754563790690328e+00,2.796576780540443660e-02,2.796576780540443660e-02,7.024679717308884852e-01
1.299910000000000000e+05,1.789119201218917654e+00,1.262790964408371019e+00,1.887340146963863499e-02,1.887340146963863499e-02,6.585989536094923880e-01
1.309210000000000000e+05,1.748210319484381658e+00,1.450320292339859263e+00,1.306155869976060625e-02,1.306155869976060625e-02,6.047661599462036408e-01
1.376720000000000000e+05,1.775534426965881041e+00,1.321844322786233539e+00,1.438922742326047971e-02,1.438922742326047971e-02,5.468268487864860194e-01
1.394830000000000000e+05,1.695008380437134532e+00,1.390120477992483172e+00,1.082409985920150530e-02,1.082409985920150530e-02,6.279170262077086173e-01
1.452510000000000000e+05,1.822688201164207600e+00,1.307471984982347957e+00,2.320647681690467257e-02,2.320647681690467257e-02,7.276369102986536275e-01
1.879050000000000000e+05,1.865985043236993768e+00,1.272679879651284374e+00,2.805892908493550636e-02,2.805892908493550636e-02,6.556427471202995738e-01
1.920400000000000000e+05,1.687399684391668542e+00,1.263172522577816759e+00,1.479569587766945034e-02,1.479569587766945034e-02,5.011314875116890111e-01
2.671100000000000000e+04,1.710668427442466832e+00,1.282289454975540144e+00,2.853157930866622588e-02,2.853157930866622588e-02,5.785974991944621282e-01
3.636800000000000000e+04,1.492935034850068066e+00,1.181775467197592633e+00,3.842419857469796252e-03,3.842419857469796252e-03,6.523459526267355590e-01
4.272000000000000000e+04,1.857318425192830524e+00,1.170424714398475841e+00,2.932392475420485603e-02,2.932392475420485603e-02,5.882416782156467683e-01
4.354900000000000000e+04,1.627576206303755546e+00,1.343017668299442802e+00,1.570902971202768963e-02,1.570902971202768963e-02,4.932827507796942457e-01
4.827800000000000000e+04,1.538239027234550749e+00,1.215290624200230374e+00,2.937546159865510667e-02,2.937546159865510667e-02,4.563491950943322495e-01
7.012280000000000000e+05,1.864828840731095339e+00,1.380564340651182498e+00,2.995143510553625876e-02,2.995143510553625876e-02,6.487567158825433555e-01
7.036100000000000000e+05,1.667442959587947637e+00,1.204299889956667924e+00,4.275170414037435425e-03,4.275170414037435425e-03,4.385454424204189294e-01
7.040970000000000000e+05,1.648239071990962978e+00,1.373964917767234173e+00,1.275570050017676114e-02,1.275570050017676114e-02,5.442254393358633147e-01
7.109740000000000000e+05,1.623324832836100517e+00,1.237231330272930752e+00,3.518250496494537433e-03,3.518250496494537433e-03,4.978426442382326567e-01
7.197920000000000000e+05,1.715961463233217854e+00,1.268607383856831694e+00,1.064713596152712036e-02,1.064713596152712036e-02,5.551781382888069105e-01
7.249180000000000000e+05,1.718989304258611073e+00,1.325655344050595597e+00,2.088326769610731812e-02,2.088326769610731812e-02,4.746285401538904436e-01
8.505670000000000000e+05,1.706907536362146649e+00,1.284816307521738032e+00,2.726394149180784432e-02,2.726394149180784432e-02,5.490113335870914213e-01
8.529690000000000000e+05,1.832761666596421701e+00,1.215615981100991450e+00,1.645629100329026526e-02,1.645629100329026526e-02,6.455230572795207511e-01
8.606050000000000000e+05,1.663264687279762954e+00,1.211701184343717541e+00,2.438936516371842909e-03,2.438936516371842909e-03,5.761845987032216954e-01
3.846700000000000000e+05,1.783654356500887328e+00,1.281446635863975780e+00,1.233617571946518665e-02,1.233617571946518665e-02,5.106454673618701090e-01
3.901200000000000000e+05,1.732118259636129753e+00,1.201796176901888780e+00,2.766166517377511083e-02,2.766166517377511083e-02,5.577423778014534150e-01
3.957080000000000000e+05,1.473291581045768961e+00,1.153201711854366929e+00,8.836108187126055823e-04,8.836108187126055823e-04,7.612719796822675633e-01
3.971720000000000000e+05,1.538521042607034817e+00,1.259052397424627490e+00,7.706508587173069649e-03,7.706508587173069649e-03,3.752896974068843372e-01
3.976160000000000000e+05,1.897302707493430995e+00,1.330959106640829281e+00,2.047557501484942311e-02,2.047557501484942311e-02,6.412622758866769468e-01
3.977380000000000000e+05,1.688793438999339314e+00,1.284821760794610412e+00,2.593485440354466320e-02,2.593485440354466320e-02,5.703341880866370506e-01
1.534300000000000000e+05,1.561009943780613085e+00,1.257883183328312393e+00,1.608836976803662902e-02,1.608836976803662902e-02,4.692541643821006581e-01
1.588090000000000000e+05,1.779412744126993129e+00,1.206489840130965607e+00,1.328047183975878190e-02,1.328047183975878190e-02,6.656645479887002281e-01
1.634920000000000000e+05,1.593303562474547297e+00,1.271244063571482563e+00,1.321521101984667219e-02,1.321521101984667219e-02,5.055852670928954185e-01
1.639110000000000000e+05,1.752196760006864418e+00,1.271169906188549303e+00,7.169496306107159614e-03,7.169496306107159614e-03,4.580907637960569545e-01
1.650320000000000000e+05,1.617030827374389634e+00,1.331027905781763998e+00,2.696424526730446455e-02,2.696424526730446455e-02,5.657826385475976938e-01
1.674550000000000000e+05,1.764911120159632807e+00,1.183616715832494393e+00,2.766913424734530891e-02,2.766913424734530891e-02,4.937462326918622968e-01
