0.000000000000000000e+00,6.118300000000000000e+05,3.532186017676487433e-01,1.448016602708831257e+00,1.242771497798144331e+00,1.479734968569617337e-01,2.433618689745944974e-02
0.000000000000000000e+00,6.132750000000000000e+05,3.811324053168883008e-01,1.454622667335865982e+00,1.225240464720135147e+00,1.517502027011573829e-01,2.240669435373953897e-02
0.000000000000000000e+00,6.138000000000000000e+05,3.826278824429397152e-01,1.528367910507235194e+00,1.295611080987798314e+00,1.498710529235026956e-01,1.109669765816590978e-02
0.000000000000000000e+00,6.213570000000000000e+05,3.808865887687049590e-01,1.486133465043211199e+00,1.265815215666954208e+00,1.605683393924480507e-01,4.439665317082322829e-03
0.000000000000000000e+00,6.244340000000000000e+05,3.713095436068492017e-01,1.482955565938777198e+00,1.277504321483557304e+00,1.658582991516293070e-01,1.126468057632947981e-02
0.000000000000000000e+00,4.046260000000000000e+05,3.538921945652475642e-01,1.437706099324351117e+00,1.240996036358905874e+00,1.571821315998023771e-01,2.153326494187480025e-02
0.000000000000000000e+00,4.064040000000000000e+05,3.603074395431566934e-01,1.427220031677992385e+00,1.198438135399541915e+00,1.315255432647063072e-01,2.969111470051613230e-02
0.000000000000000000e+00,4.069070000000000000e+05,3.932948088231810746e-01,1.504357463114341709e+00,1.268249715070004058e+00,1.571870607788434793e-01,2.656663852984764151e-02
0.000000000000000000e+00,4.102190000000000000e+05,3.680292233492627463e-01,1.442117713743361618e+00,1.225999320416373051e+00,1.519108300222742625e-01,6.082887666167526020e-03
0.000000000000000000e+00,4.131240000000000000e+05,3.720423959943777170e-01,1.580951319924783771e+00,1.368863561938278295e+00,1.599546380078722407e-01,2.859601083681024072e-02
0.000000000000000000e+00,4.152730000000000000e+05,3.838175378549873451e-01,1.443677896319712328e+00,1.212045764549104510e+00,1.521854060843793599e-01,1.054548679195185974e-02
0.000000000000000000e+00,4.222760000000000000e+05,3.520629957836074464e-01,1.411599945223228403e+00,1.210449563299368592e+00,1.509126138597475519e-01,2.743549415929178933e-02
0.000000000000000000e+00,4.365110000000000000e+05,3.578395571461474578e-01,1.516727952698169624e+00,1.304913086446292780e+00,1.460246908942705313e-01,2.571575135819862898e-02
0.000000000000000000e+00,4.411250000000000000e+05,3.712361506399527444e-01,1.581431890661849859e+00,1.359295169009264947e+00,1.490994289873678325e-01,2.073515060436607882e-02
0.000000000000000000e+00,4.448290000000000000e+05,4.015821955531371779e-01,1.523863984854006759e+00,1.301336982415774335e+00,1.790551931149046705e-01,4.476395802426001713e-03
0.000000000000000000e+00,4.452150000000000000e+05,3.943900302259058521e-01,1.528293854596651347e+00,1.288518046854696175e+00,1.546142224839505419e-01,1.565254428927758540e-02
0.000000000000000000e+00,4.482290000000000000e+05,3.840302376764370140e-01,1.425409548424803274e+00,1.181509648926865497e+00,1.401303381784993196e-01,2.573877308821662102e-02
0.000000000000000000e+00,6.517420000000000000e+05,3.757814075834173817e-01,1.433159812004159983e+00,1.206531392260547397e+00,1.491529878398049069e-01,5.059848069855830792e-03
0.000000000000000000e+00,6.696660000000000000e+05,3.848292811322038820e-01,1.512581346990883757e+00,1.272997485295888520e+00,1.452454194372085894e-01,2.440926630980079851e-02
0.000000000000000000e+00,6.268690000000000000e+05,3.437143894162373314e-01,1.413682088400594061e+00,1.218605387772820237e+00,1.486376887884635345e-01,1.037639715561403109e-02
0.000000000000000000e+00,6.350740000000000000e+05,3.361528249845271987e-01,1.434920186222982341e+00,1.232931261824743219e+00,1.341639005862879652e-01,2.182470247393466720e-02
0.000000000000000000e+00,4.773010000000000000e+05,3.543276111088712876e-01,1.436596226271829257e+00,1.238512363652815695e+00,1.562437484898577533e-01,1.389019134129205850e-02
0.000000000000000000e+00,4.804000000000000000e+05,3.715636425442942481e-01,1.549995279556925176e+00,1.340330717533223748e+00,1.618990805205929862e-01,1.466350939929232655e-02
0.000000000000000000e+00,4.890870000000000000e+05,3.763217460143925552e-01,1.446592726651586558e+00,1.226552262904040624e+00,1.562812822668465662e-01,1.595487645929481724e-02
0.000000000000000000e+00,4.913860000000000000e+05,3.788431535163609976e-01,1.637941360227640475e+00,1.419322140045698344e+00,1.602239333344187833e-01,1.276353493816349653e-02
0.000000000000000000e+00,4.935880000000000000e+05,3.600774414119272682e-01,1.533778339161734117e+00,1.336323210947817142e+00,1.626223131980102654e-01,1.067254822055863604e-02
0.000000000000000000e+00,5.768750000000000000e+05,3.910526459103281227e-01,1.567226882498875318e+00,1.335002826246481256e+00,1.588285896579340883e-01,1.509666834106277930e-02
0.000000000000000000e+00,5.786090000000000000e+05,3.869001640803115261e-01,1.638423012194913708e+00,1.421082127429694308e+00,1.695592793150920707e-01,1.244627951491298658e-02
0.000000000000000000e+00,5.807840000000000000e+05,3.555339168071213196e-01,1.479704655596373986e+00,1.288827739315190346e+00,1.646570005259374858e-01,9.923138429854028858e-03
0.000000000000000000e+00,5.921740000000000000e+05,3.891926750873411778e-01,1.494221838143847680e+00,1.253303810128711948e+00,1.482746470722055010e-01,1.109964538130269081e-02
